Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA
Sweden,Allsvenskan,2024,15/05/2024,18:00,Halmstad,Hacken,3,0,H,4.29,4.04,1.8,4.33,4.05,1.82,4.17,3.93,1.77,,,
Sweden,Allsvenskan,2024,15/05/2024,18:00,Mjallby,Hammarby,3,0,H,2.08,3.45,3.8,2.2,3.46,3.83,2.1,3.33,3.51,,,
Sweden,Allsvenskan,2024,15/05/2024,18:00,Vasteras SK,Varnamo,0,2,A,2,3.84,3.64,2.03,3.9,3.83,1.96,3.69,3.61,,,
Sweden,Allsvenskan,2024,16/05/2024,18:00,Brommapojkarna,Djurgarden,0,5,A,3.49,3.64,2.11,3.5,3.64,2.26,3.28,3.5,2.12,,,
Sweden,Allsvenskan,2024,16/05/2024,18:00,Kalmar,Norrkoping,1,1,D,2.26,3.67,3.13,2.31,3.67,3.18,2.23,3.51,3.04,,,
Sweden,Allsvenskan,2024,16/05/2024,18:00,Malmo FF,GAIS,1,0,H,1.32,5.56,9.76,1.35,5.6,9.76,1.31,5.32,8.97,,,
Sweden,Allsvenskan,2024,16/05/2024,18:00,Sirius,Goteborg,2,2,D,2.41,3.55,2.97,2.44,3.6,3.08,2.32,3.46,2.92,,,
Sweden,Allsvenskan,2024,19/05/2024,13:00,Brommapojkarna,Norrkoping,2,1,H,1.95,3.94,3.77,1.95,4,3.85,1.89,3.81,3.69,,,
Sweden,Allsvenskan,2024,19/05/2024,13:00,Hammarby,AIK,2,1,H,2.88,3.42,2.55,2.88,3.6,2.65,2.74,3.38,2.48,,,
Sweden,Allsvenskan,2024,19/05/2024,15:30,GAIS,Elfsborg,2,1,H,3.25,3.62,2.22,3.25,3.7,2.28,3.12,3.52,2.19,,,
Sweden,Allsvenskan,2024,19/05/2024,15:30,Varnamo,Kalmar,0,2,A,2.17,3.47,3.5,2.25,3.5,3.5,2.14,3.37,3.36,,,
Sweden,Allsvenskan,2024,20/05/2024,18:00,Djurgarden,Halmstad,2,0,H,1.34,5.36,9.66,1.36,5.45,12,1.32,5.12,9.17,,,
Sweden,Allsvenskan,2024,20/05/2024,18:00,Sirius,Vasteras SK,0,0,D,2.41,3.61,2.93,2.42,3.75,2.98,2.33,3.58,2.83,,,
Sweden,Allsvenskan,2024,20/05/2024,18:10,Hacken,Malmo FF,2,2,D,3.66,4.12,1.93,4.03,4.2,1.93,3.65,3.97,1.86,,,
Sweden,Allsvenskan,2024,21/05/2024,18:00,Goteborg,Mjallby,1,0,H,2.36,3.36,3.21,2.45,3.45,3.21,2.29,3.33,3.06,,,
Sweden,Allsvenskan,2024,24/05/2024,18:00,Elfsborg,Halmstad,2,0,H,1.35,5.56,8.34,1.37,5.87,9.1,1.33,5.34,7.99,,,
Sweden,Allsvenskan,2024,24/05/2024,18:00,Malmo FF,Kalmar,5,0,H,1.21,7.01,13.87,1.23,7.3,15.2,1.2,6.68,13.56,,,
Sweden,Allsvenskan,2024,25/05/2024,15:00,GAIS,Hacken,3,0,H,3.08,3.84,2.23,3.09,3.9,2.25,2.97,3.73,2.18,,,
Sweden,Allsvenskan,2024,25/05/2024,16:30,Mjallby,Djurgarden,1,3,A,3.04,3.28,2.51,3.25,3.45,2.51,3,3.24,2.39,,,
Sweden,Allsvenskan,2024,26/05/2024,13:00,Hammarby,Sirius,3,0,H,2.21,3.66,3.24,2.23,3.75,3.36,2.15,3.58,3.16,,,
Sweden,Allsvenskan,2024,26/05/2024,15:30,Vasteras SK,Brommapojkarna,1,1,D,2.16,3.71,3.32,2.19,3.75,3.45,2.09,3.62,3.25,,,
Sweden,Allsvenskan,2024,27/05/2024,18:00,Norrkoping,Varnamo,0,4,A,2.1,3.67,3.51,2.13,3.75,3.75,2.03,3.6,3.4,,,
Sweden,Allsvenskan,2024,27/05/2024,18:10,AIK,Goteborg,5,2,H,2.03,3.61,3.77,2.06,3.77,3.85,1.99,3.5,3.64,,,
Sweden,Allsvenskan,2024,28/05/2024,18:00,Malmo FF,Elfsborg,2,1,H,1.44,4.78,7.53,1.46,5.11,7.54,1.42,4.71,6.9,,,
Sweden,Allsvenskan,2024,29/05/2024,18:00,Mjallby,Hacken,2,1,H,2.48,3.53,2.89,2.54,3.6,2.92,2.42,3.46,2.76,,,
Sweden,Allsvenskan,2024,01/06/2024,14:00,Brommapojkarna,Malmo FF,2,2,D,5.58,4.64,1.56,5.61,4.68,1.61,5.18,4.39,1.56,,,
Sweden,Allsvenskan,2024,01/06/2024,14:00,Goteborg,Elfsborg,1,0,H,2.8,3.58,2.52,2.85,3.67,2.58,2.72,3.5,2.44,,,
Sweden,Allsvenskan,2024,01/06/2024,16:30,Halmstad,GAIS,4,0,H,4,3.51,2,4,3.6,2.15,3.76,3.44,1.98,,,
Sweden,Allsvenskan,2024,01/06/2024,16:30,Sirius,Norrkoping,5,1,H,1.86,3.99,4.02,1.89,4.1,4.54,1.79,3.92,4.02,,,
Sweden,Allsvenskan,2024,02/06/2024,13:00,Djurgarden,Hammarby,0,3,A,1.74,3.96,4.79,1.79,4.13,4.79,1.74,3.9,4.31,,,
Sweden,Allsvenskan,2024,02/06/2024,13:00,Kalmar,Vasteras SK,0,4,A,2.8,3.4,2.62,2.8,3.55,2.68,2.7,3.36,2.54,,,
Sweden,Allsvenskan,2024,02/06/2024,15:30,Hacken,AIK,4,1,H,1.93,4.08,3.66,1.96,4.1,3.76,1.9,3.92,3.53,,,
Sweden,Allsvenskan,2024,02/06/2024,15:30,Varnamo,Mjallby,1,2,A,2.71,3.25,2.81,2.75,3.3,2.84,2.65,3.16,2.71,,,
Sweden,Allsvenskan,2024,06/07/2024,14:00,Elfsborg,Brommapojkarna,3,0,H,1.78,4.22,4.23,1.8,4.3,4.5,1.74,4.07,4.16,,,
Sweden,Allsvenskan,2024,06/07/2024,14:00,Mjallby,Sirius,3,2,H,2.01,3.58,3.88,2.02,3.63,4,1.95,3.51,3.75,,,
Sweden,Allsvenskan,2024,07/07/2024,13:00,AIK,Kalmar,1,2,A,1.45,4.76,7.14,1.51,4.76,7.9,1.44,4.53,6.69,,,
Sweden,Allsvenskan,2024,07/07/2024,13:00,Varnamo,Goteborg,2,0,H,2.56,3.47,2.82,2.63,3.6,2.82,2.5,3.45,2.67,,,
Sweden,Allsvenskan,2024,07/07/2024,15:30,GAIS,Hammarby,0,0,D,2.22,3.55,3.29,2.22,3.7,3.35,2.15,3.53,3.18,,,
Sweden,Allsvenskan,2024,07/07/2024,15:30,Malmo FF,Halmstad,5,1,H,1.17,8.6,14.91,1.2,9.6,17,1.15,8.11,14.93,,,
Sweden,Allsvenskan,2024,08/07/2024,18:00,Norrkoping,Djurgarden,1,3,A,4.8,3.88,1.75,4.8,4.1,1.78,4.48,3.87,1.72,,,
Sweden,Allsvenskan,2024,08/07/2024,18:00,Vasteras SK,Hacken,1,2,A,3.01,3.95,2.23,3.2,4,2.3,3,3.79,2.15,,,
Sweden,Allsvenskan,2024,13/07/2024,14:00,Mjallby,Malmo FF,2,1,H,4.84,4.06,1.71,5.1,4.36,1.72,4.78,4.07,1.65,5.4,4.2,1.72
Sweden,Allsvenskan,2024,13/07/2024,16:30,Sirius,GAIS,3,1,H,2.17,3.72,3.28,2.2,3.75,3.4,2.1,3.62,3.24,2.18,3.8,3.5
Sweden,Allsvenskan,2024,14/07/2024,13:00,Djurgarden,Varnamo,1,0,H,1.51,4.59,6.37,1.53,4.7,6.5,1.49,4.42,6.03,1.53,4.8,7
