Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA
Argentina,Liga Profesional,2024,23/07/2024,19:00,Dep. Riestra,Argentinos Jrs,2,0,H,3.84,2.85,2.33,3.86,2.9,2.37,3.72,2.79,2.3,4.1,2.9,2.42
Argentina,Liga Profesional,2024,23/07/2024,22:45,Gimnasia L.P.,San Lorenzo,0,1,A,2.77,2.92,2.99,2.96,3,2.99,2.8,2.89,2.8,2.94,3.05,3
Argentina,Liga Profesional,2024,23/07/2024,22:45,Newells Old Boys,Ind. Rivadavia,0,0,D,1.76,3.28,5.85,1.87,3.4,6,1.74,3.28,5.54,1.8,3.4,6.4
Argentina,Liga Profesional,2024,24/07/2024,01:00,Independiente,Barracas Central,0,0,D,1.63,3.86,5.87,1.77,4.1,6.25,1.62,3.76,5.67,1.66,4,6.6
Argentina,Liga Profesional,2024,24/07/2024,21:00,Talleres Cordoba,Defensa y Justicia,1,1,D,1.6,3.72,6.67,1.6,4.15,7.12,1.57,3.77,6.39,1.62,4.1,7.2
Argentina,Liga Profesional,2024,24/07/2024,21:15,Sarmiento Junin,Racing Club,1,0,H,5.04,3.35,1.83,5.18,3.37,1.93,4.79,3.25,1.84,5.4,3.4,1.91
Argentina,Liga Profesional,2024,24/07/2024,23:30,Godoy Cruz,River Plate,2,1,H,4.13,3.25,2.04,4.58,3.39,2.05,4.09,3.21,1.98,4.4,3.4,2.06
Argentina,Liga Profesional,2024,24/07/2024,23:30,Huracan,Estudiantes L.P.,0,0,D,2.99,2.71,2.99,3,2.84,3.09,2.92,2.69,2.89,3.05,2.88,3.05
Argentina,Liga Profesional,2024,25/07/2024,22:45,Lanus,Belgrano,3,2,H,2.09,3.12,4.14,2.09,3.3,4.39,2.01,3.14,4.11,2.08,3.3,4.5
Argentina,Liga Profesional,2024,25/07/2024,22:45,Platense,Velez Sarsfield,0,2,A,3.3,2.67,2.77,3.45,2.71,2.86,3.25,2.62,2.7,3.45,2.76,2.86
Argentina,Liga Profesional,2024,26/07/2024,01:00,Atl. Tucuman,Instituto,1,0,H,2.49,2.78,3.6,2.55,2.93,3.62,2.43,2.79,3.45,2.54,2.96,3.7
Argentina,Liga Profesional,2024,26/07/2024,01:00,Tigre,Central Cordoba,1,1,D,1.92,3.16,4.9,2.08,3.25,5,1.94,3.11,4.53,2.02,3.3,4.9
Argentina,Liga Profesional,2024,27/07/2024,19:00,Ind. Rivadavia,Independiente,1,0,H,2.63,2.79,3.33,2.7,2.8,3.35,2.61,2.76,3.2,2.84,2.84,3.3
Argentina,Liga Profesional,2024,27/07/2024,21:00,San Lorenzo,Newells Old Boys,1,1,D,2.18,2.83,4.38,2.3,2.96,4.38,2.22,2.78,4.02,2.3,2.9,4.4
Argentina,Liga Profesional,2024,27/07/2024,23:00,Rosario Central,Huracan,0,1,A,2.79,2.68,3.25,2.79,2.82,3.28,2.7,2.69,3.14,2.9,2.78,3.25
Argentina,Liga Profesional,2024,28/07/2024,19:00,Banfield,Talleres Cordoba,1,1,D,3.07,2.92,2.7,3.18,2.98,2.71,3.01,2.9,2.63,3.2,3,2.8
Argentina,Liga Profesional,2024,28/07/2024,19:00,Estudiantes L.P.,Gimnasia L.P.,4,1,H,2.07,3.2,4.11,2.08,3.28,4.33,2.01,3.2,4.02,2.1,3.35,4.3
Argentina,Liga Profesional,2024,28/07/2024,21:15,Racing Club,Union de Santa Fe,2,1,H,1.67,3.51,6.22,1.68,3.78,7.2,1.6,3.58,6.34,1.61,3.95,7.6
Argentina,Liga Profesional,2024,28/07/2024,22:30,River Plate,Sarmiento Junin,1,0,H,1.31,5.25,11.04,1.32,5.5,12.3,1.29,5.16,10.98,1.33,5.7,13
Argentina,Liga Profesional,2024,29/07/2024,00:30,Instituto,Boca Juniors,0,0,D,2.51,2.9,3.4,2.51,2.95,3.47,2.43,2.86,3.32,2.58,3,3.5
Argentina,Liga Profesional,2024,29/07/2024,19:00,Barracas Central,Atl. Tucuman,0,2,A,3.62,3.12,2.26,3.62,3.2,2.28,3.51,3.05,2.24,3.75,3.15,2.36
Argentina,Liga Profesional,2024,29/07/2024,20:30,Defensa y Justicia,Platense,1,3,A,2.11,2.95,4.39,2.2,3,4.56,2.08,2.89,4.25,2.18,3.05,4.6
Argentina,Liga Profesional,2024,29/07/2024,22:45,Central Cordoba,Velez Sarsfield,0,2,A,4.77,3.53,1.82,5.1,3.66,1.87,4.76,3.49,1.78,4.9,3.65,1.89
Argentina,Liga Profesional,2024,29/07/2024,22:45,Tigre,Dep. Riestra,2,1,H,2.28,2.91,3.9,2.29,3.1,3.97,2.24,2.88,3.77,2.34,3,4.1
Argentina,Liga Profesional,2024,30/07/2024,01:00,Argentinos Jrs,Lanus,2,0,H,2.26,3.09,3.67,2.27,3.34,3.8,2.17,3.12,3.58,2.24,3.25,4
Argentina,Liga Profesional,2024,30/07/2024,01:00,Belgrano,Godoy Cruz,1,0,H,2.27,2.95,3.85,2.3,3.07,4.2,2.2,2.93,3.8,2.3,3,4.1
Argentina,Liga Profesional,2024,31/07/2024,22:30,Union de Santa Fe,Rosario Central,1,0,H,2.22,2.97,3.91,2.27,3.06,3.93,2.21,2.93,3.79,2.34,3.05,4
Argentina,Liga Profesional,2024,01/08/2024,00:30,Boca Juniors,Banfield,3,0,H,1.75,3.42,5.68,1.83,3.42,5.8,1.76,3.31,5.26,1.78,3.5,6.2
